Close_Diff,High_Diff,Low_Diff,Open_Diff,Day_of_Week,Day_of_Month,Month,MA_50_Diff,MA_200_Diff,EMA_9_Diff,EMA_50_Diff,EMA_100_Diff,MACD,MACD_Signal,RSI,Date,model_smart_dumb_spread_close,model_percent_bearish_close
0.482,0.711,0.494,0.077,4.0,20.0,12.0,2.413,8.113,1.017,2.584,4.603,7.913,7.692,56.781,2013-12-20,-0.41,0.21
0.532,0.329,0.7,0.692,0.0,23.0,12.0,2.793,8.524,1.233,2.978,5.006,9.717,8.097,62.406,2013-12-23,-0.45,0.23
0.292,0.195,0.28,0.28,1.0,24.0,12.0,2.941,8.714,1.216,3.132,5.178,11.444,8.766,64.965,2013-12-24,-0.52,0.28
0.475,0.519,0.38,0.38,3.0,26.0,12.0,3.243,9.067,1.346,3.449,5.514,13.362,9.685,70.911,2013-12-26,-0.54,0.35
-0.034,0.111,0.264,0.437,4.0,27.0,12.0,3.081,8.961,1.05,3.283,5.374,14.662,10.681,65.54,2013-12-27,-0.54,0.35
-0.018,-0.131,-0.057,-0.081,0.0,30.0,12.0,2.946,8.868,0.826,3.137,5.251,15.487,11.642,64.357,2013-12-30,-0.48,0.35
0.396,0.378,0.198,0.062,1.0,31.0,12.0,3.216,9.148,0.974,3.381,5.513,16.539,12.621,69.815,2013-12-31,-0.42,0.41
-0.886,-0.194,-0.796,0.176,3.0,2.0,1.0,2.256,8.258,0.071,2.419,4.576,15.868,13.271,72.334,2014-01-02,-0.33,0.31
-0.033,-0.413,0.076,-0.685,4.0,3.0,1.0,2.139,8.153,0.03,2.293,4.454,15.113,13.639,76.531,2014-01-03,-0.29,0.26
-0.251,-0.059,-0.295,-0.049,0.0,6.0,1.0,1.805,7.845,-0.178,1.966,4.13,13.982,13.708,73.448,2014-01-06,-0.26,0.26
0.608,0.16,0.273,-0.196,1.0,7.0,1.0,2.305,8.325,0.342,2.459,4.616,13.823,13.731,73.422,2014-01-07,-0.31,0.28
-0.021,-0.004,0.147,0.503,2.0,8.0,1.0,2.2,8.228,0.257,2.342,4.505,13.509,13.686,77.042,2014-01-08,-0.32,0.24
0.035,0.174,-0.056,0.06,3.0,9.0,1.0,2.151,8.185,0.233,2.283,4.448,13.161,13.581,68.213,2014-01-09,-0.34,0.23
0.231,-0.004,0.112,0.058,4.0,10.0,1.0,2.3,8.321,0.37,2.41,4.576,13.076,13.48,70.838,2014-01-10,-0.33,0.26
-1.258,0.016,-0.923,0.065,0.0,13.0,1.0,0.994,7.085,-0.719,1.121,3.294,11.013,12.987,50.473,2014-01-13,-0.3,0.22
1.082,-0.227,0.322,-1.081,1.0,14.0,1.0,1.964,8.004,0.287,2.094,4.243,10.84,12.557,55.282,2014-01-14,-0.29,0.27
0.517,0.63,1.052,1.052,2.0,15.0,1.0,2.374,8.401,0.64,2.495,4.642,11.339,12.314,57.02,2014-01-15,-0.29,0.27
-0.135,-0.154,-0.012,0.406,3.0,16.0,1.0,2.158,8.199,0.405,2.271,4.424,11.403,12.132,51.915,2014-01-16,-0.34,0.27
-0.39,-0.106,-0.275,-0.203,4.0,17.0,1.0,1.693,7.764,0.012,1.815,3.97,10.749,11.855,48.746,2014-01-17,-0.33,0.22
0.277,0.177,-0.155,-0.172,1.0,21.0,1.0,1.885,7.94,0.231,2.004,4.151,10.521,11.588,51.215,2014-01-21,-0.27,0.21
0.057,-0.132,0.464,0.199,2.0,22.0,1.0,1.836,7.917,0.231,1.98,4.123,10.307,11.332,48.352,2014-01-22,-0.23,0.24
-0.889,-0.248,-1.131,-0.131,3.0,23.0,1.0,0.892,7.02,-0.531,1.058,3.199,8.713,10.808,48.342,2014-01-23,-0.15,0.21
-2.088,-0.832,-1.636,-0.832,4.0,24.0,1.0,-1.242,4.981,-2.14,-1.011,1.112,4.321,9.511,35.71,2014-01-24,0.02,0.18
-0.488,-1.696,-0.972,-1.967,0.0,27.0,1.0,-1.753,4.462,-2.112,-1.447,0.615,0.134,7.635,34.713,2014-01-27,0.15,0.14
0.614,-0.117,0.373,-0.448,1.0,28.0,1.0,-1.144,4.989,-1.191,-0.795,1.198,-2.276,5.653,34.638,2014-01-28,0.2,0.17
-1.021,-0.207,-0.508,0.401,2.0,29.0,1.0,-2.169,3.946,-1.788,-1.763,0.175,-5.597,3.403,30.892,2014-01-29,0.22,0.14
1.127,0.482,0.38,-0.725,3.0,30.0,1.0,-1.026,4.955,-0.523,-0.604,1.262,-6.541,1.414,38.122,2014-01-30,0.19,0.12
-0.647,-0.272,-0.276,0.771,4.0,31.0,1.0,-1.673,4.272,-0.942,-1.21,0.607,-8.131,-0.495,34.458,2014-01-31,0.29,0.06
-2.283,-0.504,-1.839,-0.458,0.0,3.0,2.0,-3.996,1.978,-2.64,-3.434,-1.681,-12.532,-2.902,31.58,2014-02-03,0.34,0.04
0.764,-1.462,0.239,-2.18,1.0,4.0,2.0,-3.178,2.664,-1.49,-2.546,-0.892,-14.774,-5.277,29.438,2014-02-04,0.41,0.04
-0.203,-0.167,-0.338,0.548,2.0,5.0,2.0,-3.337,2.412,-1.357,-2.646,-1.076,-16.647,-7.551,25.514,2014-02-05,0.45,0.05
1.244,1.041,0.867,-0.022,3.0,6.0,2.0,-2.032,3.556,-0.089,-1.331,0.163,-16.186,-9.278,33.292,2014-02-06,0.4,0.08
1.33,1.351,1.313,1.313,4.0,7.0,2.0,-0.686,4.762,0.98,-0.001,1.444,-13.759,-10.174,41.065,2014-02-07,0.38,0.1
0.157,0.106,0.891,1.137,0.0,10.0,2.0,-0.525,4.851,0.908,0.15,1.567,-11.476,-10.434,40.483,2014-02-10,0.32,0.09
1.106,1.311,0.479,0.237,1.0,11.0,2.0,0.561,5.827,1.594,1.194,2.592,-7.968,-9.941,44.974,2014-02-11,0.28,0.12
-0.027,0.165,0.864,1.093,2.0,12.0,2.0,0.519,5.74,1.254,1.121,2.515,-5.168,-8.986,48.033,2014-02-12,0.24,0.09
0.581,0.203,-0.372,-0.291,3.0,13.0,2.0,1.062,6.221,1.459,1.626,3.017,-2.072,-7.603,59.583,2014-02-13,0.19,0.13
0.481,0.623,0.905,0.752,4.0,14.0,2.0,1.488,6.6,1.545,2.015,3.412,1.08,-5.867,63.827,2014-02-14,0.14,0.15
0.116,0.066,0.516,0.578,1.0,18.0,2.0,1.55,6.642,1.327,2.045,3.454,3.706,-3.952,62.214,2014-02-18,0.1,0.13
-0.652,0.251,-0.437,-0.007,2.0,19.0,2.0,0.856,5.97,0.543,1.346,2.764,4.764,-2.209,64.26,2014-02-19,0.11,0.08
0.603,-0.255,-0.132,-0.525,3.0,20.0,2.0,1.413,6.474,0.912,1.862,3.281,6.418,-0.484,62.503,2014-02-20,0.1,0.13
-0.192,0.181,0.604,0.647,4.0,21.0,2.0,1.193,6.237,0.577,1.608,3.034,7.359,1.085,65.398,2014-02-21,0.09,0.12
0.619,0.681,0.064,-0.233,0.0,24.0,2.0,1.752,6.755,0.951,2.126,3.558,8.919,2.652,86.48,2014-02-24,0.02,0.13
-0.135,-0.312,0.186,0.592,1.0,25.0,2.0,1.551,6.57,0.653,1.916,3.36,9.841,4.089,83.532,2014-02-25,-0.02,0.1
0.002,-0.014,0.026,-0.101,2.0,26.0,2.0,1.477,6.515,0.525,1.842,3.295,10.454,5.362,85.815,2014-02-26,-0.06,0.1
0.495,0.101,0.026,-0.048,3.0,27.0,2.0,1.877,6.915,0.811,2.235,3.697,11.543,6.599,84.292,2014-02-27,-0.1,0.15
0.278,0.722,0.355,0.554,4.0,28.0,2.0,2.071,7.117,0.869,2.408,3.886,12.677,7.814,81.381,2014-02-28,-0.14,0.12
-0.738,-0.548,-0.716,0.138,0.0,3.0,3.0,1.273,6.376,0.106,1.616,3.108,12.327,8.717,70.789,2014-03-03,-0.14,0.12
1.527,0.999,0.806,-0.455,1.0,4.0,3.0,2.69,7.725,1.287,2.974,4.475,14.159,9.805,72.825,2014-03-04,-0.19,0.15
-0.005,0.016,1.183,1.342,2.0,5.0,3.0,2.617,7.665,1.025,2.853,4.381,15.426,10.929,73.066,2014-03-05,-0.2,0.15
0.172,0.288,0.164,0.007,3.0,6.0,3.0,2.721,7.767,0.956,2.901,4.455,16.499,12.043,71.28,2014-03-06,-0.27,0.14
0.054,0.087,-0.193,0.232,4.0,7.0,3.0,2.72,7.761,0.807,2.837,4.418,17.233,13.081,69.111,2014-03-07,-0.26,0.14
-0.046,-0.303,-0.188,-0.035,0.0,10.0,3.0,2.628,7.659,0.609,2.683,4.287,17.542,13.973,67.874,2014-03-10,-0.26,0.13
-0.508,0.239,-0.169,0.021,1.0,11.0,3.0,2.103,7.129,0.081,2.1,3.723,16.823,14.543,69.561,2014-03-11,-0.23,0.14
0.031,-0.742,-0.51,-0.645,2.0,12.0,3.0,2.105,7.099,0.089,2.046,3.678,16.113,14.857,65.981,2014-03-12,-0.21,0.14
-1.17,0.322,-0.675,0.156,3.0,13.0,3.0,0.94,5.949,-0.875,0.852,2.487,13.63,14.612,54.704,2014-03-13,-0.14,0.13
-0.282,-1.172,-0.124,-1.284,4.0,14.0,3.0,0.667,5.63,-0.928,0.549,2.167,11.114,13.912,46.795,2014-03-14,-0.08,0.15
0.961,0.532,0.176,-0.122,0.0,17.0,3.0,1.584,6.474,0.026,1.437,3.038,10.427,13.215,55.894,2014-03-17,-0.07,0.14
0.722,0.615,0.874,0.874,1.0,18.0,3.0,2.246,7.08,0.594,2.06,3.659,10.841,12.74,60.444,2014-03-18,-0.11,0.18
-0.613,0.02,-0.461,0.717,2.0,19.0,3.0,1.606,6.447,-0.015,1.398,3.004,10.126,12.218,52.454,2014-03-19,-0.14,0.14
0.604,-0.035,0.231,-0.649,3.0,20.0,3.0,2.161,6.945,0.468,1.912,3.515,10.347,11.844,54.547,2014-03-20,-0.14,0.14
-0.293,0.559,0.476,0.776,4.0,21.0,3.0,1.842,6.602,0.14,1.56,3.167,9.965,11.468,58.003,2014-03-21,-0.11,0.13
-0.486,-0.564,-0.739,-0.366,0.0,24.0,3.0,1.341,6.082,-0.278,1.037,2.64,8.827,10.94,42.567,2014-03-24,-0.07,0.12
0.44,-0.078,0.339,-0.439,1.0,25.0,3.0,1.749,6.434,0.129,1.413,3.007,8.488,10.449,46.555,2014-03-25,-0.06,0.12
-0.7,0.216,-0.183,0.409,2.0,26.0,3.0,1.02,5.718,-0.46,0.69,2.277,7.083,9.776,40.494,2014-03-26,-0.02,0.12
-0.19,-1.086,-0.564,-0.802,3.0,27.0,3.0,0.821,5.478,-0.521,0.481,2.049,5.621,8.945,38.95,2014-03-27,-0.04,0.08
0.464,0.597,0.432,-0.11,4.0,28.0,3.0,1.269,5.849,-0.045,0.904,2.452,5.096,8.175,42.964,2014-03-28,-0.03,0.09
0.792,0.458,0.491,0.491,0.0,31.0,3.0,2.017,6.526,0.593,1.617,3.155,5.801,7.7,51.634,2014-03-31,-0.05,0.1
0.704,0.568,0.796,0.796,1.0,1.0,4.0,2.652,7.111,1.03,2.214,3.756,7.339,7.628,55.526,2014-04-01,-0.09,0.14
0.285,0.389,0.525,0.675,2.0,2.0,4.0,2.879,7.309,1.049,2.395,3.951,8.889,7.88,65.887,2014-04-02,-0.12,0.17
-0.113,0.033,-0.061,0.255,3.0,3.0,4.0,2.723,7.141,0.75,2.195,3.766,9.832,8.271,67.367,2014-04-03,-0.14,0.12
-1.254,0.184,-1.03,-0.062,4.0,4.0,4.0,1.449,5.899,-0.408,0.916,2.494,8.57,8.33,52.187,2014-04-04,-0.09,0.1
-1.075,-1.752,-1.169,-1.393,0.0,7.0,4.0,0.319,4.807,-1.199,-0.155,1.406,5.884,7.841,40.916,2014-04-07,0.02,0.1
0.375,-0.488,-0.217,-0.989,1.0,8.0,4.0,0.615,5.093,-0.657,0.211,1.739,4.265,7.126,46.966,2014-04-08,0.06,0.1
1.092,0.942,0.81,0.388,2.0,9.0,4.0,1.603,6.038,0.344,1.238,2.745,4.561,6.613,50.055,2014-04-09,0.04,0.14
-2.088,0.005,-1.161,1.06,3.0,10.0,4.0,-0.56,3.967,-1.425,-0.834,0.657,1.621,5.615,41.097,2014-04-10,0.06,0.12
-0.949,-2.001,-0.902,-2.223,4.0,11.0,4.0,-1.546,2.988,-1.917,-1.73,-0.288,-2.087,4.074,39.355,2014-04-11,0.17,0.12
0.822,-0.048,0.079,-0.681,0.0,14.0,4.0,-0.771,3.72,-0.869,-0.865,0.518,-3.779,2.504,41.37,2014-04-14,0.28,0.1
0.676,0.536,0.027,0.73,1.0,15.0,4.0,-0.205,4.302,-0.154,-0.181,1.163,-4.075,1.188,47.631,2014-04-15,0.31,0.12
1.049,0.992,1.636,0.795,2.0,16.0,4.0,0.72,5.229,0.709,0.825,2.145,-2.718,0.407,53.044,2014-04-16,0.25,0.14
0.136,0.393,0.58,0.852,3.0,17.0,4.0,0.734,5.29,0.675,0.923,2.233,-1.421,0.041,51.706,2014-04-17,0.21,0.13
0.378,0.121,0.348,0.218,0.0,21.0,4.0,1.002,5.578,0.839,1.245,2.55,0.173,0.068,49.89,2014-04-21,0.14,0.17
0.409,0.694,0.504,0.363,1.0,22.0,4.0,1.318,5.897,0.994,1.583,2.888,2.03,0.46,48.498,2014-04-22,0.11,0.13
-0.221,-0.273,0.072,0.36,2.0,23.0,4.0,1.019,5.626,0.62,1.311,2.62,3.131,0.994,46.074,2014-04-23,0.09,0.12
0.172,0.229,-0.196,0.141,3.0,24.0,4.0,1.126,5.727,0.632,1.422,2.732,4.214,1.638,47.442,2014-04-24,0.1,0.15
-0.81,-0.337,-0.564,-0.226,4.0,25.0,4.0,0.271,4.901,-0.143,0.593,1.899,3.802,2.071,49.556,2014-04-25,0.14,0.12
0.324,-0.038,-0.489,-0.677,0.0,28.0,4.0,0.55,5.156,0.144,0.878,2.172,3.916,2.44,56.925,2014-04-28,0.13,0.12
0.476,0.191,1.09,0.31,1.0,29.0,4.0,0.979,5.553,0.494,1.295,2.583,4.671,2.886,57.404,2014-04-29,0.1,0.14
0.299,0.245,0.102,0.338,2.0,30.0,4.0,1.229,5.781,0.632,1.527,2.817,5.658,3.441,53.6,2014-04-30,0.04,0.13
-0.014,0.18,0.286,0.388,3.0,1.0,5.0,1.156,5.712,0.495,1.453,2.748,6.345,4.021,70.295,2014-05-01,0.01,0.14
-0.135,0.145,0.024,0.048,4.0,2.0,5.0,0.979,5.532,0.288,1.269,2.564,6.608,4.539,79.801,2014-05-02,0.03,0.13
0.187,-0.308,-0.624,-0.31,0.0,5.0,5.0,1.113,5.656,0.379,1.396,2.692,7.02,5.035,77.462,2014-05-05,0.05,0.13
-0.899,-0.097,0.051,0.226,1.0,6.0,5.0,0.194,4.754,-0.419,0.482,1.774,5.911,5.21,62.012,2014-05-06,0.1,0.12
0.562,-0.258,-0.425,-0.805,2.0,7.0,5.0,0.716,5.237,0.113,0.997,2.276,5.812,5.331,58.445,2014-05-07,0.14,0.12
-0.137,0.545,0.552,0.474,3.0,8.0,5.0,0.547,5.058,-0.019,0.827,2.099,5.462,5.357,55.723,2014-05-08,0.15,0.1
0.152,-0.556,-0.162,-0.113,4.0,9.0,5.0,0.672,5.151,0.106,0.939,2.203,5.353,5.356,53.662,2014-05-09,0.12,0.12
0.967,0.988,0.697,0.254,0.0,12.0,5.0,1.585,6.005,0.85,1.814,3.078,6.656,5.616,58.507,2014-05-12,0.06,0.14
0.042,0.266,0.853,0.889,1.0,13.0,5.0,1.572,5.99,0.714,1.783,3.057,7.665,6.026,61.355,2014-05-13,0.03,0.1
-0.47,-0.265,-0.543,0.02,2.0,14.0,5.0,1.091,5.492,0.196,1.267,2.548,7.657,6.352,54.823,2014-05-14,0.03,0.09
-0.936,-0.473,-1.241,-0.473,3.0,15.0,5.0,0.16,4.55,-0.598,0.321,1.595,6.153,6.312,53.537,2014-05-15,0.09,0.09
0.375,-0.523,0.132,-0.899,4.0,16.0,5.0,0.532,4.855,-0.178,0.666,1.923,5.463,6.143,53.966,2014-05-16,0.11,0.09
0.384,0.411,0.408,0.292,0.0,19.0,5.0,0.905,5.172,0.165,1.005,2.253,5.437,6.001,53.226,2014-05-19,0.09,0.12
-0.65,-0.059,-0.229,0.438,1.0,20.0,5.0,0.262,4.508,-0.391,0.344,1.582,4.377,5.676,45.002,2014-05-20,0.09,0.09
0.812,0.208,0.278,-0.612,2.0,21.0,5.0,1.043,5.229,0.334,1.101,2.327,4.709,5.483,51.724,2014-05-21,0.1,0.1
0.236,0.399,0.643,0.793,3.0,22.0,5.0,1.25,5.401,0.455,1.282,2.507,5.271,5.441,54.43,2014-05-22,0.1,0.09
0.425,0.26,0.421,0.272,4.0,23.0,5.0,1.611,5.746,0.701,1.633,2.862,6.293,5.611,55.984,2014-05-23,0.02,0.14
0.599,0.58,0.459,0.459,1.0,27.0,5.0,2.123,6.251,1.034,2.131,3.372,7.93,6.075,67.391,2014-05-27,-0.02,0.13
-0.111,0.114,0.278,0.513,2.0,28.0,5.0,1.96,6.089,0.739,1.943,3.199,8.952,6.65,63.299,2014-05-28,-0.02,0.1
0.537,0.291,0.132,-0.061,3.0,29.0,5.0,2.434,6.531,1.015,2.37,3.642,10.469,7.414,67.569,2014-05-29,-0.03,0.13
0.184,0.208,0.357,0.509,4.0,30.0,5.0,2.548,6.643,0.958,2.449,3.744,11.82,8.295,67.745,2014-05-30,-0.06,0.13
0.073,0.096,-0.034,0.184,0.0,2.0,6.0,2.564,6.649,0.824,2.422,3.739,12.855,9.207,62.84,2014-06-02,-0.13,0.13
-0.038,-0.042,0.147,-0.042,1.0,3.0,6.0,2.467,6.545,0.629,2.291,3.629,13.462,10.058,62.154,2014-06-03,-0.17,0.17
0.189,0.185,-0.01,-0.001,2.0,4.0,6.0,2.578,6.651,0.653,2.378,3.735,14.074,10.861,68.751,2014-06-04,-0.19,0.18
0.653,0.68,0.226,0.284,3.0,5.0,6.0,3.133,7.18,1.038,2.893,4.273,15.397,11.769,84.864,2014-06-05,-0.23,0.21
0.463,0.397,1.013,0.72,4.0,6.0,6.0,3.479,7.532,1.195,3.209,4.621,16.974,12.81,85.157,2014-06-06,-0.3,0.21
0.094,0.313,0.245,0.338,0.0,9.0,6.0,3.465,7.539,1.03,3.171,4.617,18.163,13.88,84.327,2014-06-09,-0.35,0.21
-0.025,-0.24,-0.129,0.07,1.0,10.0,6.0,3.346,7.441,0.805,3.024,4.502,18.848,14.874,96.054,2014-06-10,-0.36,0.17
-0.354,-0.076,-0.234,-0.05,2.0,11.0,6.0,2.929,7.04,0.362,2.574,4.081,18.62,15.623,86.586,2014-06-11,-0.33,0.21
-0.709,-0.309,-0.737,-0.309,3.0,12.0,6.0,2.19,6.306,-0.28,1.805,3.329,17.13,15.925,71.959,2014-06-12,-0.3,0.21
0.313,-0.311,0.099,-0.646,4.0,13.0,6.0,2.449,6.52,0.027,2.029,3.559,16.25,15.99,71.292,2014-06-13,-0.28,0.21
0.084,0.199,0.167,0.209,0.0,16.0,6.0,2.48,6.52,0.089,2.028,3.568,15.505,15.893,67.501,2014-06-16,-0.27,0.21
0.217,0.131,0.137,0.119,1.0,17.0,6.0,2.612,6.644,0.244,2.153,3.702,15.08,15.73,71.194,2014-06-17,-0.31,0.26
0.772,0.723,0.297,0.288,2.0,18.0,6.0,3.243,7.277,0.807,2.788,4.352,15.771,15.738,72.885,2014-06-18,-0.35,0.26
0.128,0.109,0.669,0.76,3.0,19.0,6.0,3.257,7.313,0.746,2.798,4.385,16.332,15.857,72.531,2014-06-19,-0.41,0.24
0.173,0.206,0.354,0.151,4.0,20.0,6.0,3.332,7.394,0.734,2.85,4.46,16.856,16.057,73.2,2014-06-20,-0.44,0.24
-0.013,-0.009,-0.014,0.126,0.0,23.0,6.0,3.187,7.304,0.577,2.726,4.359,17.054,16.256,73.624,2014-06-23,-0.44,0.23
-0.644,0.226,-0.539,-0.048,1.0,24.0,6.0,2.422,6.628,-0.054,2.013,3.666,16.007,16.206,62.251,2014-06-24,-0.41,0.21
0.49,-0.373,-0.044,-0.647,2.0,25.0,6.0,2.766,7.009,0.347,2.393,4.053,15.766,16.118,60.938,2014-06-25,-0.39,0.24
-0.118,-0.048,-0.144,0.545,3.0,26.0,6.0,2.535,6.83,0.184,2.189,3.862,15.213,15.937,54.832,2014-06-26,-0.37,0.21
0.191,0.081,0.385,-0.17,4.0,27.0,6.0,2.62,6.938,0.299,2.282,3.965,14.905,15.731,55.879,2014-06-27,-0.39,0.23
-0.037,0.141,0.309,0.216,0.0,30.0,6.0,2.486,6.833,0.21,2.158,3.852,14.436,15.472,55.71,2014-06-30,-0.39,0.27
0.668,0.73,0.208,0.076,1.0,1.0,7.0,3.03,7.379,0.697,2.697,4.401,14.948,15.367,66.562,2014-07-01,-0.44,0.28
0.066,-0.097,0.524,0.549,2.0,2.0,7.0,2.998,7.37,0.61,2.652,4.375,15.282,15.35,79.141,2014-07-02,-0.48,0.23
0.548,0.451,0.167,0.143,3.0,3.0,7.0,3.416,7.804,0.921,3.058,4.799,16.233,15.527,80.367,2014-07-03,-0.52,0.27
-0.392,-0.069,-0.051,0.422,0.0,7.0,7.0,2.935,7.377,0.425,2.571,4.337,16.172,15.656,72.832,2014-07-07,-0.49,0.22
-0.705,-0.395,-0.781,-0.395,1.0,8.0,7.0,2.144,6.658,-0.226,1.806,3.585,14.827,15.49,61.191,2014-07-08,-0.43,0.22
0.464,-0.113,0.288,-0.571,2.0,9.0,7.0,2.492,7.023,0.19,2.171,3.951,14.333,15.259,58.693,2014-07-09,-0.38,0.22
-0.413,-0.218,-0.623,0.08,3.0,10.0,7.0,1.999,6.57,-0.179,1.696,3.482,13.132,14.833,52.685,2014-07-10,-0.33,0.21
0.147,-0.059,0.347,-0.046,4.0,11.0,7.0,2.058,6.639,-0.026,1.768,3.552,12.271,14.321,52.44,2014-07-11,-0.32,0.19
0.484,0.568,0.522,0.209,0.0,14.0,7.0,2.436,7.017,0.365,2.154,3.938,12.218,13.9,56.861,2014-07-14,-0.29,0.15
-0.193,0.135,-0.229,0.381,1.0,15.0,7.0,2.153,6.767,0.138,1.888,3.677,11.732,13.467,62.038,2014-07-15,-0.3,0.15
0.42,0.072,0.526,-0.051,2.0,16.0,7.0,2.465,7.084,0.445,2.208,4.0,11.879,13.149,61.537,2014-07-16,-0.33,0.17
-1.183,-0.108,-1.016,0.172,3.0,17.0,7.0,1.205,5.901,-0.598,0.996,2.794,9.988,12.517,50.386,2014-07-17,-0.25,0.13
1.026,-0.095,0.267,-0.92,4.0,18.0,7.0,2.107,6.785,0.339,1.924,3.706,9.996,12.013,56.488,2014-07-18,-0.23,0.19
-0.232,-0.151,0.252,0.785,0.0,21.0,7.0,1.78,6.498,0.086,1.629,3.413,9.522,11.515,54.895,2014-07-21,-0.13,0.13
0.502,0.471,0.503,-0.065,1.0,22.0,7.0,2.165,6.887,0.468,2.037,3.818,9.833,11.178,53.819,2014-07-22,-0.16,0.15
0.175,0.151,0.344,0.489,2.0,23.0,7.0,2.245,6.976,0.514,2.122,3.908,10.241,10.991,54.56,2014-07-23,-0.17,0.14
0.049,0.109,0.169,0.139,3.0,24.0,7.0,2.202,6.943,0.45,2.084,3.876,10.522,10.897,51.008,2014-07-24,-0.22,0.14
-0.485,-0.341,-0.575,-0.175,4.0,25.0,7.0,1.634,6.408,-0.028,1.544,3.341,9.853,10.688,50.27,2014-07-25,-0.2,0.13
0.029,-0.155,-0.358,-0.32,0.0,28.0,7.0,1.553,6.353,0.0,1.511,3.302,9.262,10.403,56.638,2014-07-28,-0.17,0.13
-0.453,0.168,0.134,0.09,1.0,29.0,7.0,1.012,5.857,-0.364,1.021,2.805,7.979,9.918,48.741,2014-07-29,-0.13,0.14
0.006,-0.3,-0.382,-0.344,2.0,30.0,7.0,0.932,5.795,-0.286,0.987,2.755,6.892,9.313,52.535,2014-07-30,-0.11,0.13
-2.0,-0.695,-1.618,-0.409,3.0,31.0,7.0,-1.15,3.815,-1.866,-0.993,0.756,2.819,8.014,37.082,2014-07-31,-0.01,0.13
-0.286,-1.414,-0.741,-1.798,4.0,1.0,8.0,-1.478,3.481,-1.726,-1.232,0.462,-0.845,6.242,31.287,2014-08-01,0.16,0.12
0.719,0.288,0.252,-0.165,0.0,4.0,8.0,-0.802,4.113,-0.8,-0.49,1.149,-2.601,4.473,38.48,2014-08-04,0.3,0.17
-0.969,-0.339,-0.387,0.505,1.0,5.0,8.0,-1.808,3.127,-1.429,-1.415,0.179,-5.446,2.49,30.743,2014-08-05,0.37,0.13
0.002,-0.435,-0.121,-0.984,2.0,6.0,8.0,-1.815,3.083,-1.142,-1.358,0.177,-7.611,0.47,36.063,2014-08-06,0.37,0.1
-0.556,0.051,-0.349,0.299,3.0,7.0,8.0,-2.384,2.498,-1.366,-1.849,-0.374,-10.071,-1.639,22.859,2014-08-07,0.41,0.06
1.153,0.181,0.222,-0.659,4.0,8.0,8.0,-1.229,3.564,-0.168,-0.661,0.755,-10.127,-3.336,35.393,2014-08-08,0.39,0.1
0.276,0.648,1.279,1.208,0.0,11.0,8.0,-0.964,3.78,0.086,-0.369,1.008,-9.63,-4.595,33.274,2014-08-11,0.33,0.09
-0.164,-0.27,-0.266,0.119,1.0,12.0,8.0,-1.139,3.575,-0.062,-0.512,0.829,-9.384,-5.553,30.844,2014-08-12,0.3,0.08
0.671,0.452,0.379,-0.007,2.0,13.0,8.0,-0.488,4.17,0.484,0.151,1.46,-8.05,-6.052,36.34,2014-08-13,0.27,0.1
0.435,0.35,0.61,0.61,3.0,14.0,8.0,-0.081,4.535,0.731,0.56,1.849,-6.238,-6.089,42.272,2014-08-14,0.26,0.12
-0.006,0.451,-0.303,0.588,4.0,15.0,8.0,-0.102,4.482,0.58,0.533,1.807,-4.757,-5.823,42.018,2014-08-15,0.21,0.1
0.853,0.405,0.868,-0.026,0.0,18.0,8.0,0.722,5.237,1.137,1.32,2.585,-2.212,-5.101,50.57,2014-08-18,0.15,0.12
0.5,0.537,0.734,0.734,1.0,19.0,8.0,1.185,5.652,1.303,1.74,3.009,0.594,-3.962,53.455,2014-08-19,0.11,0.17
0.248,0.303,0.251,0.392,2.0,20.0,8.0,1.394,5.829,1.238,1.905,3.185,3.178,-2.534,71.094,2014-08-20,0.03,0.14
0.295,0.311,0.462,0.321,3.0,21.0,8.0,1.635,6.049,1.223,2.108,3.401,5.633,-0.9,75.328,2014-08-21,-0.01,0.14
-0.199,-0.061,-0.104,0.291,4.0,22.0,8.0,1.38,5.805,0.82,1.837,3.144,7.175,0.715,70.113,2014-08-22,-0.03,0.14
0.479,0.422,0.352,-0.043,0.0,25.0,8.0,1.788,6.197,1.034,2.215,3.534,9.062,2.384,84.212,2014-08-25,-0.06,0.15
0.105,0.154,0.344,0.344,1.0,26.0,8.0,1.829,6.232,0.911,2.226,3.564,10.604,4.028,84.495,2014-08-26,-0.12,0.13
0.005,-0.145,-0.12,0.098,2.0,27.0,8.0,1.776,6.18,0.732,2.144,3.498,11.699,5.562,93.09,2014-08-27,-0.16,0.13
-0.169,-0.179,-0.285,-0.156,3.0,28.0,8.0,1.57,5.964,0.451,1.901,3.268,12.155,6.881,87.689,2014-08-28,-0.14,0.12
0.332,0.242,0.207,0.052,4.0,29.0,8.0,1.852,6.217,0.625,2.138,3.518,12.902,8.085,87.872,2014-08-29,-0.17,0.13
-0.054,0.137,0.01,0.281,1.0,2.0,9.0,1.759,6.111,0.457,2.003,3.396,13.253,9.119,90.006,2014-09-02,-0.2,0.13
-0.078,0.158,0.165,-0.025,2.0,3.0,9.0,1.644,5.985,0.303,1.851,3.255,13.253,9.945,86.369,2014-09-03,-0.25,0.13
-0.153,0.094,-0.28,-0.095,3.0,4.0,9.0,1.445,5.791,0.12,1.633,3.045,12.857,10.528,80.842,2014-09-04,-0.24,0.14
