Close_Diff,High_Diff,Low_Diff,Open_Diff,Day_of_Week,Day_of_Month,Month,MA_50_Diff,MA_200_Diff,EMA_9_Diff,EMA_50_Diff,EMA_100_Diff,MACD,MACD_Signal,RSI,timestamp,model_smart_dumb_spread_close,model_percent_bearish_close
-0.601,-0.566,-1.029,-0.566,0.0,30.0,1.0,1.466,5.423,-0.079,1.513,3.039,11.813,11.881,56.072,2017-01-30,-0.48,0.38
-0.089,-0.303,-0.037,-0.524,1.0,31.0,1.0,1.289,5.295,-0.134,1.37,2.894,10.832,11.671,54.943,2017-01-31,-0.49,0.39
0.03,0.441,0.231,0.509,2.0,1.0,2.0,1.237,5.283,-0.083,1.344,2.865,9.995,11.336,52.224,2017-02-01,-0.48,0.39
0.057,-0.226,-0.035,-0.389,3.0,2.0,2.0,1.207,5.297,-0.021,1.346,2.863,9.329,10.934,55.687,2017-02-02,-0.49,0.41
0.726,0.628,0.714,0.52,4.0,3.0,2.0,1.833,5.938,0.56,1.976,3.493,10.022,10.752,60.962,2017-02-03,-0.52,0.5
-0.212,-0.093,0.03,0.251,0.0,6.0,2.0,1.547,5.695,0.28,1.699,3.223,10.064,10.614,62.092,2017-02-06,-0.51,0.44
0.023,0.14,0.069,0.069,1.0,7.0,2.0,1.492,5.672,0.242,1.654,3.181,10.023,10.496,60.753,2017-02-07,-0.48,0.44
0.069,-0.152,-0.209,-0.275,2.0,8.0,2.0,1.489,5.692,0.249,1.655,3.183,10.004,10.398,66.852,2017-02-08,-0.45,0.45
0.575,0.661,0.491,0.312,3.0,9.0,2.0,1.961,6.185,0.655,2.13,3.663,10.927,10.503,68.749,2017-02-09,-0.49,0.48
0.357,0.353,0.631,0.678,4.0,10.0,2.0,2.213,6.471,0.807,2.381,3.926,12.183,10.839,75.547,2017-02-10,-0.53,0.42
0.525,0.533,0.447,0.409,0.0,13.0,2.0,2.612,6.905,1.059,2.777,4.34,13.998,11.471,74.861,2017-02-13,-0.47,0.42
0.401,0.257,0.032,0.19,1.0,14.0,2.0,2.875,7.218,1.163,3.041,4.628,16.004,12.378,72.296,2017-02-14,-0.45,0.44
0.499,0.587,0.544,0.407,2.0,15.0,2.0,3.224,7.622,1.324,3.384,5.001,18.324,13.567,76.846,2017-02-15,-0.44,0.38
-0.086,0.0,0.174,0.602,3.0,16.0,2.0,3.019,7.481,0.991,3.171,4.821,19.771,14.808,76.815,2017-02-16,-0.43,0.38
0.168,-0.006,0.03,-0.282,4.0,17.0,2.0,3.063,7.573,0.925,3.203,4.882,20.994,16.045,89.875,2017-02-17,-0.42,0.42
0.605,0.661,0.655,0.508,1.0,21.0,2.0,3.541,8.062,1.217,3.636,5.346,22.847,17.406,93.13,2017-02-21,-0.4,0.48
-0.108,-0.067,0.146,0.263,2.0,22.0,2.0,3.338,7.897,0.888,3.393,5.14,23.835,18.691,90.751,2017-02-22,-0.4,0.39
0.042,0.132,-0.138,0.271,3.0,23.0,2.0,3.29,7.871,0.743,3.299,5.077,24.416,19.836,90.723,2017-02-23,-0.41,0.39
0.149,-0.039,-0.094,-0.497,4.0,24.0,2.0,3.341,7.949,0.713,3.308,5.115,24.874,20.844,89.361,2017-02-24,-0.39,0.36
0.102,0.177,0.383,0.403,0.0,27.0,2.0,3.356,7.978,0.651,3.273,5.108,25.142,21.703,94.686,2017-02-27,-0.46,0.38
-0.258,-0.158,-0.123,0.036,1.0,28.0,2.0,3.013,7.677,0.316,2.905,4.767,24.578,22.278,88.365,2017-02-28,-0.46,0.41
1.367,1.402,0.897,0.594,2.0,1.0,3.0,4.21,8.85,1.328,4.049,5.932,26.434,23.11,91.279,2017-03-01,-0.47,0.47
-0.586,-0.259,0.002,0.614,3.0,2.0,3.0,3.541,8.246,0.597,3.347,5.271,26.468,23.781,79.972,2017-03-02,-0.44,0.38
0.05,-0.453,-0.201,-0.578,4.0,3.0,3.0,3.489,8.222,0.518,3.262,5.213,26.288,24.282,78.764,2017-03-03,-0.49,0.38
-0.328,-0.214,-0.312,-0.239,0.0,6.0,3.0,3.083,7.851,0.153,2.829,4.804,25.224,24.471,70.979,2017-03-06,-0.4,0.34
-0.291,-0.155,-0.104,-0.189,1.0,7.0,3.0,2.713,7.512,-0.111,2.445,4.437,23.551,24.287,64.036,2017-03-07,-0.37,0.36
-0.228,-0.085,-0.19,-0.039,2.0,8.0,3.0,2.404,7.235,-0.272,2.135,4.134,21.541,23.738,56.633,2017-03-08,-0.37,0.39
0.08,-0.169,-0.274,-0.267,3.0,9.0,3.0,2.396,7.242,-0.154,2.126,4.127,19.871,22.964,58.539,2017-03-09,-0.34,0.34
0.327,0.328,0.361,0.382,4.0,10.0,3.0,2.627,7.482,0.138,2.349,4.352,18.953,22.162,60.006,2017-03-10,-0.37,0.39
0.037,-0.103,0.232,-0.04,0.0,13.0,3.0,2.558,7.456,0.14,2.291,4.3,18.087,21.347,54.313,2017-03-13,-0.37,0.42
-0.338,-0.247,-0.437,-0.127,1.0,14.0,3.0,2.13,7.084,-0.159,1.883,3.897,16.562,20.39,51.325,2017-03-14,-0.37,0.38
0.837,0.906,0.456,0.076,2.0,15.0,3.0,2.82,7.796,0.538,2.592,4.602,16.76,19.664,59.084,2017-03-15,-0.38,0.48
-0.163,-0.08,0.348,0.733,3.0,16.0,3.0,2.558,7.586,0.301,2.338,4.359,16.414,19.014,55.928,2017-03-16,-0.39,0.39
-0.131,-0.1,0.019,-0.168,4.0,17.0,3.0,2.339,7.406,0.136,2.123,4.149,15.706,18.352,53.567,2017-03-17,-0.4,0.42
-0.201,-0.258,-0.336,-0.229,0.0,20.0,3.0,2.054,7.163,-0.052,1.85,3.878,14.591,17.6,54.172,2017-03-20,-0.35,0.41
-1.241,0.1,-1.171,0.045,1.0,21.0,3.0,0.767,5.944,-1.047,0.593,2.617,11.202,16.32,27.406,2017-03-21,-0.29,0.33
0.189,-1.265,-0.233,-1.526,2.0,22.0,3.0,0.886,6.071,-0.685,0.75,2.745,8.773,14.811,34.112,2017-03-22,-0.24,0.3
-0.106,0.302,0.243,0.127,3.0,23.0,3.0,0.715,5.921,-0.634,0.619,2.59,6.571,13.163,32.574,2017-03-23,-0.21,0.28
-0.084,-0.114,-0.273,0.19,4.0,24.0,3.0,0.573,5.794,-0.575,0.514,2.458,4.613,11.453,34.458,2017-03-24,-0.19,0.28
-0.102,-0.48,-0.578,-0.907,0.0,27.0,3.0,0.41,5.649,-0.542,0.397,2.311,2.835,9.729,36.079,2017-03-27,-0.16,0.27
0.725,0.805,0.662,0.459,1.0,28.0,3.0,1.056,6.273,0.145,1.07,2.955,2.765,8.336,47.955,2017-03-28,-0.15,0.36
0.109,-0.018,0.655,0.716,2.0,29.0,3.0,1.085,6.315,0.203,1.131,3.0,2.883,7.246,48.276,2017-03-29,-0.2,0.31
0.294,0.299,0.24,0.202,3.0,30.0,3.0,1.293,6.527,0.396,1.365,3.219,3.495,6.495,47.892,2017-03-30,-0.18,0.3
-0.226,-0.003,0.17,0.149,4.0,31.0,3.0,0.986,6.254,0.137,1.097,2.94,3.509,5.898,45.208,2017-03-31,-0.19,0.25
-0.164,-0.189,-0.756,-0.105,0.0,3.0,4.0,0.749,6.04,-0.022,0.898,2.726,3.17,5.352,46.941,2017-04-03,-0.16,0.23
0.056,-0.226,0.255,-0.321,1.0,4.0,4.0,0.724,6.032,0.027,0.916,2.725,2.974,4.877,35.984,2017-04-04,-0.16,0.22
-0.305,0.755,-0.009,0.502,2.0,5.0,4.0,0.358,5.687,-0.223,0.588,2.379,2.211,4.344,34.694,2017-04-05,-0.12,0.25
0.193,-0.597,-0.069,-0.541,3.0,6.0,4.0,0.499,5.811,-0.024,0.749,2.516,1.95,3.865,38.99,2017-04-06,-0.15,0.31
-0.083,-0.017,0.078,0.119,4.0,7.0,4.0,0.367,5.676,-0.086,0.641,2.387,1.568,3.406,40.197,2017-04-07,-0.12,0.25
0.069,0.11,0.032,0.024,0.0,10.0,4.0,0.383,5.689,-0.014,0.681,2.406,1.38,3.001,60.327,2017-04-10,-0.18,0.28
-0.143,-0.471,-0.606,-0.137,1.0,11.0,4.0,0.178,5.486,-0.126,0.517,2.221,0.948,2.59,54.259,2017-04-11,-0.19,0.23
-0.376,-0.106,0.168,-0.075,2.0,12.0,4.0,-0.255,5.056,-0.403,0.136,1.815,-0.108,2.05,49.253,2017-04-12,-0.17,0.2
-0.681,-0.19,-0.522,-0.432,3.0,13.0,4.0,-0.986,4.342,-0.873,-0.527,1.119,-2.209,1.199,40.938,2017-04-13,-0.08,0.22
0.861,0.037,0.153,-0.4,0.0,17.0,4.0,-0.181,5.1,-0.01,0.318,1.924,-2.229,0.513,53.688,2017-04-17,-0.01,0.34
-0.29,-0.034,0.087,0.425,1.0,18.0,4.0,-0.511,4.771,-0.241,0.027,1.606,-2.764,-0.142,40.944,2017-04-18,0.01,0.27
-0.172,0.182,0.022,0.182,2.0,19.0,4.0,-0.723,4.557,-0.33,-0.139,1.409,-3.472,-0.808,37.508,2017-04-19,0.03,0.25
0.756,0.371,0.251,-0.175,3.0,20.0,4.0,-0.021,5.216,0.338,0.588,2.105,-2.577,-1.162,44.047,2017-04-20,0.05,0.33
-0.304,-0.22,0.154,0.514,4.0,21.0,4.0,-0.372,4.875,0.027,0.274,1.772,-2.418,-1.413,43.284,2017-04-21,0.06,0.31
1.084,0.883,1.053,0.662,0.0,24.0,4.0,0.649,5.837,0.88,1.291,2.769,-0.234,-1.177,56.074,2017-04-24,0.06,0.33
0.609,0.652,0.505,0.472,1.0,25.0,4.0,1.19,6.353,1.184,1.814,3.291,2.633,-0.415,60.221,2017-04-25,0.04,0.25
-0.049,0.237,0.236,0.314,2.0,26.0,4.0,1.092,6.255,0.909,1.697,3.18,4.757,0.619,62.958,2017-04-26,-0.08,0.28
0.055,-0.253,-0.171,0.03,3.0,27.0,4.0,1.104,6.257,0.771,1.683,3.169,6.472,1.79,62.04,2017-04-27,-0.15,0.27
-0.191,0.066,-0.013,0.167,4.0,28.0,4.0,0.885,6.029,0.464,1.436,2.925,7.377,2.907,60.813,2017-04-28,-0.14,0.25
0.173,0.034,0.104,-0.216,0.0,1.0,5.0,1.022,6.144,0.509,1.543,3.031,8.332,3.992,61.542,2017-05-01,-0.17,0.28
0.119,-0.065,0.042,0.107,1.0,2.0,5.0,1.106,6.208,0.502,1.595,3.084,9.211,5.036,63.901,2017-05-02,-0.2,0.34
-0.127,-0.13,-0.254,-0.19,2.0,3.0,5.0,0.961,6.042,0.3,1.412,2.902,9.553,5.939,66.786,2017-05-03,-0.23,0.33
0.058,0.067,0.025,0.138,3.0,4.0,5.0,0.996,6.049,0.287,1.412,2.9,9.823,6.716,76.545,2017-05-04,-0.2,0.22
0.409,0.329,0.379,0.108,4.0,5.0,5.0,1.37,6.385,0.554,1.742,3.23,10.702,7.513,74.22,2017-05-05,-0.14,0.36
0.004,0.086,0.19,0.316,0.0,8.0,5.0,1.347,6.34,0.446,1.677,3.17,11.275,8.266,79.458,2017-05-08,-0.17,0.38
-0.103,0.105,-0.062,0.068,1.0,9.0,5.0,1.223,6.197,0.275,1.515,3.01,11.4,8.892,80.756,2017-05-09,-0.2,0.36
0.113,-0.172,0.015,-0.199,2.0,10.0,5.0,1.305,6.255,0.31,1.562,3.057,11.584,9.431,77.182,2017-05-10,-0.21,0.39
-0.216,-0.168,-0.462,-0.081,3.0,11.0,5.0,1.092,6.005,0.075,1.296,2.791,11.182,9.781,79.107,2017-05-11,-0.22,0.3
-0.148,-0.137,0.229,-0.1,4.0,12.0,5.0,0.938,5.819,-0.058,1.105,2.595,10.457,9.916,64.779,2017-05-12,-0.21,0.33
0.478,0.485,0.283,0.064,0.0,15.0,5.0,1.393,6.218,0.334,1.513,2.997,10.681,10.069,62.782,2017-05-15,-0.24,0.42
-0.069,0.072,0.088,0.442,1.0,16.0,5.0,1.304,6.106,0.212,1.389,2.872,10.604,10.176,62.214,2017-05-16,-0.26,0.38
-1.818,-0.869,-1.663,-0.898,2.0,17.0,5.0,-0.514,4.328,-1.308,-0.42,1.053,6.941,9.529,33.544,2017-05-17,-0.17,0.25
0.369,-0.383,-0.148,-1.186,3.0,18.0,5.0,-0.147,4.636,-0.749,-0.049,1.388,4.685,8.56,40.811,2017-05-18,0.0,0.23
0.677,0.561,0.753,0.708,4.0,19.0,5.0,0.512,5.231,-0.057,0.599,2.011,4.141,7.676,47.065,2017-05-19,0.04,0.36
0.516,0.268,0.696,0.668,0.0,22.0,5.0,1.005,5.669,0.365,1.066,2.464,4.649,7.071,51.169,2017-05-22,0.03,0.27
0.184,0.225,0.292,0.412,1.0,23.0,5.0,1.166,5.798,0.438,1.198,2.59,5.344,6.725,54.174,2017-05-23,-0.02,0.27
0.249,0.197,0.172,0.182,2.0,24.0,5.0,1.379,5.985,0.548,1.387,2.776,6.304,6.641,55.816,2017-05-24,-0.04,0.28
0.444,0.546,0.418,0.339,3.0,25.0,5.0,1.79,6.352,0.791,1.752,3.143,7.837,6.88,56.129,2017-05-25,-0.06,0.27
0.031,-0.084,0.174,0.206,4.0,26.0,5.0,1.792,6.332,0.657,1.712,3.11,9.008,7.306,56.352,2017-05-26,-0.07,0.28
-0.12,-0.059,-0.115,-0.117,1.0,30.0,5.0,1.645,6.172,0.43,1.531,2.934,9.591,7.763,56.157,2017-05-30,-0.04,0.23
-0.046,0.03,-0.242,0.164,2.0,31.0,5.0,1.568,6.081,0.307,1.428,2.832,9.849,8.18,54.745,2017-05-31,-0.02,0.23
0.757,0.582,0.414,0.001,3.0,1.0,6.0,2.237,6.738,0.845,2.083,3.491,11.397,8.823,62.603,2017-06-01,-0.04,0.31
0.371,0.419,0.587,0.647,4.0,2.0,6.0,2.524,7.029,0.969,2.349,3.772,13.198,9.698,66.408,2017-06-02,-0.08,0.28
-0.122,-0.028,0.272,0.269,0.0,5.0,6.0,2.331,6.863,0.679,2.143,3.582,14.221,10.603,62.209,2017-06-05,-0.12,0.33
-0.278,-0.137,-0.255,-0.242,1.0,6.0,6.0,1.989,6.554,0.322,1.797,3.248,14.321,11.346,59.989,2017-06-06,-0.09,0.27
0.157,-0.038,-0.139,0.005,2.0,7.0,6.0,2.067,6.649,0.382,1.874,3.332,14.54,11.985,86.722,2017-06-07,-0.06,0.25
0.027,0.164,0.132,0.092,3.0,8.0,6.0,2.031,6.622,0.327,1.826,3.291,14.598,12.508,85.605,2017-06-08,-0.07,0.31
-0.083,0.284,-0.504,0.087,4.0,9.0,6.0,1.892,6.494,0.195,1.676,3.147,14.316,12.869,80.662,2017-06-09,-0.08,0.23
-0.098,-0.647,0.177,-0.431,0.0,12.0,6.0,1.745,6.35,0.078,1.517,2.992,13.742,13.044,74.669,2017-06-12,-0.09,0.27
0.451,0.457,0.467,0.341,1.0,13.0,6.0,2.123,6.716,0.421,1.883,3.36,14.009,13.237,76.792,2017-06-13,-0.11,0.36
-0.1,0.093,-0.121,0.394,2.0,14.0,6.0,1.96,6.568,0.258,1.715,3.199,13.866,13.363,72.44,2017-06-14,-0.1,0.33
-0.224,-0.401,-0.404,-0.802,3.0,15.0,6.0,1.681,6.307,0.027,1.436,2.923,13.16,13.322,62.513,2017-06-15,-0.08,0.27
0.028,-0.033,0.18,0.293,4.0,16.0,6.0,1.643,6.28,0.044,1.406,2.892,12.512,13.16,62.48,2017-06-16,-0.05,0.28
0.835,0.85,0.78,0.465,0.0,19.0,6.0,2.379,6.999,0.697,2.135,3.622,13.481,13.224,73.35,2017-06-19,-0.07,0.33
-0.67,-0.129,-0.213,0.332,1.0,20.0,6.0,1.654,6.317,0.022,1.418,2.914,12.777,13.135,62.349,2017-06-20,-0.05,0.27
-0.058,-0.344,-0.24,-0.463,2.0,21.0,6.0,1.532,6.21,-0.029,1.307,2.801,11.966,12.901,53.253,2017-06-21,-0.03,0.27
-0.046,-0.025,0.104,-0.078,3.0,22.0,6.0,1.421,6.116,-0.059,1.212,2.702,11.106,12.542,47.048,2017-06-22,0.0,0.33
0.156,-0.009,-0.089,-0.113,4.0,23.0,6.0,1.498,6.211,0.077,1.313,2.797,10.609,12.155,51.406,2017-06-23,-0.04,0.34
0.032,0.369,0.244,0.356,0.0,26.0,6.0,1.439,6.187,0.087,1.291,2.772,10.159,11.756,56.741,2017-06-26,-0.09,0.36
-0.807,-0.419,-0.724,-0.286,1.0,27.0,6.0,0.578,5.364,-0.581,0.469,1.941,8.121,11.029,42.192,2017-06-27,-0.09,0.33
0.881,0.116,0.357,-0.314,2.0,28.0,6.0,1.366,6.132,0.238,1.285,2.742,8.131,10.45,53.172,2017-06-28,-0.08,0.44
-0.86,-0.01,-0.919,0.563,3.0,29.0,6.0,0.443,5.258,-0.502,0.412,1.861,6.372,9.634,45.276,2017-06-29,-0.03,0.33
0.153,-0.41,0.663,-0.54,4.0,30.0,6.0,0.539,5.341,-0.279,0.543,1.971,5.218,8.751,47.684,2017-06-30,-0.03,0.31
0.231,0.266,0.291,0.09,0.0,3.0,7.0,0.702,5.501,-0.038,0.742,2.153,4.7,7.941,45.417,2017-07-03,-0.02,0.36
0.145,-0.175,-0.273,-0.025,2.0,5.0,7.0,0.798,5.578,0.086,0.851,2.25,4.523,7.257,47.845,2017-07-05,-0.05,0.27
-0.937,-0.436,-0.592,-0.302,3.0,6.0,7.0,-0.157,4.629,-0.687,-0.083,1.299,2.514,6.309,42.012,2017-07-06,-0.01,0.2
0.64,0.109,0.242,-0.409,4.0,7.0,7.0,0.449,5.177,-0.037,0.532,1.889,2.143,5.475,47.46,2017-07-07,0.0,0.28
0.093,0.209,0.363,0.455,0.0,10.0,7.0,0.509,5.211,0.044,0.599,1.941,2.007,4.782,40.625,2017-07-10,0.1,0.25
-0.078,-0.111,-0.391,0.117,1.0,11.0,7.0,0.397,5.085,-0.027,0.501,1.827,1.726,4.171,45.374,2017-07-11,0.12,0.25
0.731,0.678,0.952,0.346,2.0,12.0,7.0,1.075,5.716,0.559,1.175,2.489,2.9,3.916,52.717,2017-07-12,0.08,0.34
0.187,0.146,0.244,0.379,3.0,13.0,7.0,1.213,5.831,0.596,1.306,2.618,4.152,3.964,54.626,2017-07-13,0.06,0.27
0.467,0.581,0.205,0.171,4.0,14.0,7.0,1.615,6.208,0.847,1.696,3.011,5.998,4.37,56.911,2017-07-14,0.04,0.33
-0.005,-0.029,0.428,0.422,0.0,17.0,7.0,1.553,6.145,0.673,1.625,2.946,7.366,4.969,56.643,2017-07-17,0.01,0.3
0.06,-0.077,-0.278,-0.147,1.0,18.0,7.0,1.562,6.138,0.586,1.617,2.944,8.471,5.67,65.518,2017-07-18,0.02,0.33
0.537,0.525,0.551,0.325,2.0,19.0,7.0,2.028,6.578,0.894,2.059,3.395,10.294,6.595,63.282,2017-07-19,0.01,0.41
-0.015,0.153,0.186,0.475,3.0,20.0,7.0,1.951,6.501,0.703,1.964,3.313,11.575,7.591,75.804,2017-07-20,0.0,0.31
-0.037,-0.205,-0.137,-0.33,4.0,21.0,7.0,1.856,6.401,0.533,1.852,3.212,12.375,8.548,74.238,2017-07-21,-0.05,0.33
-0.106,0.023,0.051,0.188,0.0,24.0,7.0,1.691,6.239,0.342,1.679,3.048,12.65,9.368,70.787,2017-07-24,-0.12,0.34
0.292,0.329,0.348,0.236,1.0,25.0,7.0,1.907,6.448,0.506,1.889,3.264,13.298,10.154,71.843,2017-07-25,-0.19,0.38
0.028,0.018,0.001,0.084,2.0,26.0,7.0,1.874,6.409,0.427,1.841,3.226,13.709,10.865,92.561,2017-07-26,-0.22,0.34
-0.097,0.095,-0.606,0.113,3.0,27.0,7.0,1.718,6.255,0.264,1.677,3.07,13.683,11.429,87.515,2017-07-27,-0.25,0.36
-0.134,-0.423,0.192,-0.549,4.0,28.0,7.0,1.493,6.061,0.104,1.485,2.882,13.242,11.791,82.831,2017-07-28,-0.28,0.36
-0.073,0.179,0.157,0.276,0.0,31.0,7.0,1.337,5.926,0.025,1.357,2.755,12.602,11.954,82.953,2017-07-31,-0.15,0.33
0.245,0.022,0.106,0.047,1.0,1.0,8.0,1.501,6.086,0.215,1.536,2.934,12.44,12.051,79.417,2017-08-01,-0.1,0.3
0.049,0.075,-0.189,0.132,2.0,2.0,8.0,1.482,6.063,0.212,1.522,2.922,12.268,12.094,78.11,2017-08-02,-0.06,0.27
-0.218,-0.175,0.096,-0.175,3.0,3.0,8.0,1.207,5.787,-0.005,1.255,2.656,11.562,11.988,63.751,2017-08-03,-0.02,0.25
0.189,0.16,0.131,0.034,4.0,4.0,8.0,1.335,5.897,0.147,1.385,2.784,11.25,11.84,67.205,2017-08-04,0.02,0.23
0.165,0.038,0.154,0.01,0.0,7.0,8.0,1.444,5.984,0.249,1.486,2.885,11.202,11.713,68.789,2017-08-07,0.03,0.27
-0.241,0.4,-0.225,0.049,1.0,8.0,8.0,1.158,5.689,0.006,1.199,2.598,10.56,11.482,51.165,2017-08-08,0.02,0.25
-0.036,-0.661,-0.334,-0.525,2.0,9.0,8.0,1.073,5.587,-0.024,1.118,2.512,9.864,11.158,50.602,2017-08-09,0.05,0.25
-1.447,-0.365,-0.988,0.001,3.0,10.0,8.0,-0.402,4.142,-1.195,-0.322,1.058,6.35,10.197,29.121,2017-08-10,0.15,0.19
0.128,-0.701,0.004,-0.987,4.0,11.0,8.0,-0.283,4.203,-0.853,-0.186,1.161,3.772,8.912,32.713,2017-08-11,0.22,0.2
1.004,0.822,0.702,0.57,0.0,14.0,8.0,0.692,5.089,0.12,0.778,2.101,3.666,7.863,44.354,2017-08-14,0.22,0.31
-0.05,0.028,0.271,0.558,1.0,15.0,8.0,0.619,4.975,0.056,0.7,2.012,3.443,6.979,43.424,2017-08-15,0.17,0.25
0.142,0.244,0.091,-0.001,2.0,16.0,8.0,0.729,5.04,0.158,0.808,2.108,3.508,6.285,46.403,2017-08-16,0.17,0.25
-1.544,-0.4,-1.374,-0.23,3.0,17.0,8.0,-0.825,3.489,-1.126,-0.718,0.562,0.48,5.124,34.57,2017-08-17,0.26,0.22
-0.184,-1.004,-0.384,-1.434,4.0,18.0,8.0,-1.004,3.247,-1.049,-0.868,0.372,-2.254,3.648,33.909,2017-08-18,0.25,0.22
0.116,-0.397,-0.138,-0.088,0.0,21.0,8.0,-0.884,3.291,-0.746,-0.721,0.478,-4.145,2.089,32.337,2017-08-21,0.35,0.2
0.994,0.995,0.675,0.34,1.0,22.0,8.0,0.091,4.169,0.197,0.26,1.428,-3.654,0.941,42.107,2017-08-22,0.29,0.33
-0.345,-0.239,0.318,0.457,2.0,23.0,8.0,-0.259,3.763,-0.119,-0.083,1.065,-3.904,-0.028,41.31,2017-08-23,0.22,0.27
-0.207,0.06,-0.214,0.124,3.0,24.0,8.0,-0.468,3.5,-0.262,-0.279,0.843,-4.459,-0.914,38.329,2017-08-24,0.2,0.25
0.167,0.146,0.248,-0.13,4.0,25.0,8.0,-0.309,3.599,-0.076,-0.107,0.988,-4.517,-1.635,38.329,2017-08-25,0.24,0.27
0.049,-0.197,-0.131,0.108,0.0,28.0,8.0,-0.269,3.589,-0.021,-0.056,1.016,-4.417,-2.191,40.254,2017-08-28,0.19,0.31
0.084,0.003,-0.444,-0.63,1.0,29.0,8.0,-0.179,3.613,0.05,0.027,1.078,-4.124,-2.578,41.259,2017-08-29,0.16,0.25
0.462,0.454,0.641,0.581,2.0,30.0,8.0,0.265,3.996,0.408,0.467,1.502,-2.946,-2.651,57.229,2017-08-30,0.15,0.28
0.572,0.597,0.773,0.678,3.0,31.0,8.0,0.803,4.48,0.779,0.993,2.021,-0.869,-2.295,60.459,2017-08-31,0.13,0.34
0.198,0.217,0.455,0.478,4.0,1.0,9.0,0.965,4.609,0.78,1.142,2.171,1.16,-1.604,54.271,2017-09-01,0.05,0.3
-0.755,-0.339,-1.104,-0.164,1.0,5.0,9.0,0.196,3.826,0.02,0.375,1.399,1.244,-1.034,47.634,2017-09-05,0.07,0.25
0.313,-0.094,0.517,-0.264,2.0,6.0,9.0,0.486,4.07,0.266,0.658,1.672,1.91,-0.445,49.126,2017-09-06,0.08,0.27
-0.018,-0.041,0.044,0.172,3.0,7.0,9.0,0.431,3.995,0.198,0.616,1.622,2.374,0.119,66.042,2017-09-07,0.12,0.31
-0.149,-0.061,-0.036,-0.235,4.0,8.0,9.0,0.265,3.798,0.04,0.449,1.446,2.418,0.578,66.522,2017-09-08,0.09,0.25
1.084,0.885,0.615,0.498,0.0,11.0,9.0,1.28,4.773,0.889,1.457,2.453,4.554,1.374,72.554,2017-09-11,0.04,0.38
0.336,0.314,0.641,0.704,1.0,12.0,9.0,1.552,5.034,0.977,1.717,2.725,6.842,2.467,68.844,2017-09-12,-0.02,0.41
0.076,0.064,0.071,0.078,2.0,13.0,9.0,1.571,5.048,0.842,1.721,2.743,8.708,3.715,74.675,2017-09-13,-0.05,0.36
-0.11,0.002,-0.032,0.027,3.0,14.0,9.0,1.412,4.885,0.586,1.55,2.584,9.852,4.943,76.283,2017-09-14,-0.06,0.34
0.185,0.072,0.073,0.044,4.0,15.0,9.0,1.522,5.001,0.615,1.663,2.709,11.003,6.155,76.399,2017-09-15,-0.04,0.33
0.146,0.324,0.271,0.274,0.0,18.0,9.0,1.602,5.078,0.608,1.736,2.794,12.07,7.338,76.921,2017-09-18,-0.05,0.28
0.111,-0.019,0.131,0.151,1.0,19.0,9.0,1.648,5.121,0.575,1.772,2.844,12.99,8.468,77.07,2017-09-19,-0.06,0.34
0.063,0.04,-0.26,0.022,2.0,20.0,9.0,1.644,5.118,0.51,1.763,2.848,13.69,9.513,74.885,2017-09-20,-0.08,0.34
-0.305,-0.067,0.093,0.013,3.0,21.0,9.0,1.298,4.769,0.165,1.405,2.501,13.472,10.305,65.181,2017-09-21,-0.1,0.33
0.065,-0.147,-0.098,-0.395,4.0,22.0,9.0,1.318,4.772,0.184,1.411,2.513,13.278,10.899,63.94,2017-09-22,-0.09,0.31
-0.222,-0.037,-0.341,0.085,0.0,25.0,9.0,1.069,4.509,-0.031,1.145,2.251,12.531,11.226,74.585,2017-09-25,-0.07,0.34
0.007,0.039,0.285,0.066,1.0,26.0,9.0,1.046,4.466,-0.019,1.107,2.213,11.817,11.344,71.913,2017-09-26,-0.08,0.33
0.409,0.329,0.032,0.09,2.0,27.0,9.0,1.411,4.805,0.31,1.45,2.559,11.937,11.462,75.831,2017-09-27,-0.07,0.34
0.12,-0.037,0.281,0.004,3.0,28.0,9.0,1.501,4.869,0.344,1.507,2.624,12.135,11.597,80.194,2017-09-28,-0.1,0.3
0.371,0.344,0.202,0.262,4.0,29.0,9.0,1.828,5.171,0.57,1.797,2.924,12.894,11.856,74.743,2017-09-29,-0.13,0.34
0.387,0.389,0.495,0.448,0.0,2.0,10.0,2.162,5.483,0.763,2.091,3.233,14.121,12.309,75.287,2017-10-02,-0.18,0.36
0.216,0.233,0.335,0.363,1.0,3.0,10.0,2.322,5.633,0.781,2.212,3.374,15.356,12.919,76.582,2017-10-03,-0.17,0.36
0.125,0.213,0.117,0.124,2.0,4.0,10.0,2.396,5.695,0.724,2.242,3.425,16.402,13.615,80.736,2017-10-04,-0.2,0.36
0.565,0.472,0.325,0.291,3.0,5.0,10.0,2.886,6.168,1.025,2.681,3.888,18.177,14.528,83.129,2017-10-05,-0.38,0.39
-0.107,-0.121,0.148,0.259,4.0,6.0,10.0,2.723,6.012,0.735,2.476,3.71,19.142,15.45,79.39,2017-10-06,-0.32,0.44
-0.18,0.095,-0.086,0.155,0.0,9.0,10.0,2.49,5.787,0.444,2.209,3.466,19.312,16.223,74.053,2017-10-09,-0.35,0.39
0.232,0.134,0.128,-0.055,1.0,10.0,10.0,2.653,5.949,0.54,2.34,3.617,19.698,16.918,75.395,2017-10-10,-0.31,0.44
